Folder,Folder Title,Identifier ,City/Town ,Survey Title,Document Form / Genre,Date,Date Statement,Date Year,Surveyor,Publisher,Property Owner,Neighbors,Scale,Latitude,Longitude,Streets,Notes,Background Notes,Related Registry Documents,No. of Sheets,Panels / Pieces,Sides,Dimensions (in.),Material Type,Condition Notes,Extent,,,,,,,,,,,,,,,,,,,
12,"Massachusetts - Jamaica Plain - Lexington, MA",Severy_Lexington-008-A,"Lexington, MA","Park Heights - Lexington, Mass. Lots 49, 50, 51, and 52 on Plan No. 3",Survey,,Not Dated,,[Robert B. Bellamy],,,,1 in = 20 ft,42.484186,-71.245347, Rangeway; Hillcrest,Subdivision Plan. Notations indicated not built east of Rangeway (probably what is now Skyview Road).,"See other Park Heights drawings, including Lexington-009, which was made for Land Court Registration. May be referenced in sale from Warren Griswold's estate (Book 7858, p. 186)",Southern Middlesex LC Plan Case #17495; LC Certificate #46961. Deed Bk7858/186 (Doc #7858144).,1,,2,24 x 18,Manila paper,Frayed edges.,"1 sheet, 24 x 18, ink on manilla",,,,,,,,,,,,,,,,,,,
12,"Massachusetts - Jamaica Plain - Lexington, MA",Severy_Lexington-008-B,"Boston, MA",[Baldwin Place for M.J. Mastrangelo],,,,,[Robert B. Bellamy],, M.J. Mastrangelo],,,42.364846,-71.055909,,Misc. notations and dimension lines. Notation says Lot A: Mrs. White to N.E. Tel & Tel. Co.  5552.5 sq. ft.  ,"Indicates Baldwin Place to Salem Street, which places it in the North End. See other surveys involving Mastrangelo. Mastrangelo listed in American Machinist and other trade publications as architect at 2 North Square or 40 Court Street. See https://www.findagrave.com/memorial/149682320/michael-joseph-mastrangelo",,1,,2,24 x 18,Manila paper,Frayed edges.,"1 sheet, 24 x 18, ink on manilla",,,,,,,,,,,,,,,,,,,
12,"Massachusetts - Jamaica Plain - Lexington, MA",Severy_Lexington-009,"Lexington, MA","Plan of Land in Lexington, Mass. Made for Land Court Registration",Survey,1939-04-22,4/22/1939,1939,Robert B. Bellamy,,,,1 in = 20 ft,42.484186,-71.245347, Rangeway; Hillcrest,"Intersection of Rangeway and Hillcrest, near Wright Street.","See Lexington-008A, which appears to be preliminary drawing.",,1,,1, 24 x 18,Blueprint,,"1 sheet, blueprint ; 24 x 18 in.",,,,,,,,,,,,,,,,,,,
12,"Massachusetts - Jamaica Plain - Lexington, MA",Severy_Lexington-010,"Lexington, MA",Plan and Profile of Hillcrest St. Lexington Mass.,Survey,,Not Dated,,[Robert B. Bellamy],,,,Horiz: 1 in = 40 ft; Vert: 1 in = 6 ft,42.482737,-71.246638,James St.; Winter St.; Hillcrest St.; Rangeway.,Layout and profile of streets.,"See Lexington-008A and 009. See later Land Court Plan, Case 17495A",Southern Middlesex LC Plan Case #17495,1,,1,30 x 20,Vellum,,"1 sheet 30 x 20 in, vellum",,,,,,,,,,,,,,,,,,,
12,"Massachusetts - Jamaica Plain - Lexington, MA",Severy_Lexington-011,"Lexington, MA","Battle-View Park. Lexington, Mass. James E. Burke Owner.",Survey,1913-11,[November 1913],1913,"John N. McClintock, Robert B. Bellamy",,James E. Burke,"Dunhan, Fernald, Munroe, Webb, Young",1 in = 60 ft,42.44828521,-71.20787319,Webb; Woburn and Young Streets.,Subdivision development with over 200 lots and access streets. Note indicates preliminary plan.  ,"Most lots not developed.  See Lexington Historic commission report (http://records.lexingtonma.gov/weblink/0/doc/354905/Page1.aspx) which indicates lots 28-31 became 16 Webb St., a historic home (the Lexington Town website has other related documents).  Burke's plan was filed in Registry as Book 224, Plan 14.  See Unindexed Book 3860/Page 430 - references Plan of Battleview Park dated 11/1913, done by John McClintock",Southern Middlesex Unindexed Deed Bk/Pg: 3860/ 430 .,1,,1,30 x 29,Blueprint,Backed. Faded pint.,"1 sheet : blueprint ; 30 x 29 in., backed",,,,,,,,,,,,,,,,,,,
12,"Massachusetts - Jamaica Plain - Lexington, MA",Severy_Lexington-012,"Lexington, MA","Precinct Map of the Town of Lexington, Massachusetts",Map,1944-01-01,1/1/1944,1944,"[John Cosgrove, Town Engineer]",[Town of Lexington],,,2 in = 2000 ft,42.443037,-71.228964,,"Shows voting precincts for entire town of Lexington, MA with bordering towns listed.  4 precincts demarcated by bold lines.  Title spells precinct as ""precint."" ","Cosgrove served as Town Engineer in1940s.  Several of his maps are in other map collections, such as Harvard's.",,1,,1,22 x 17,Manila paper,Backed,"1 sheet 22 x 17 in. , manila, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-001,"Malden, MA","[Book 207, PC 16]",Survey,1912-10,[October 1912],1912,A.F. Sargent,,,,1 in = 200 ft,42.422708,-71.050584,Bryant and Edith Streets at Rich; near Malden High School field.,Straddles Malden/Everett border. Notations focus is property at Rich and Edith owned by Johnson.,"Sargent did numerous surveys for Griswold and various surveys in this neighborhood are in the Registry; Sargent also was cartographer for George Walker's Atlas of Malden, 1885.  According to 1917 Bromley, part of Geo. A. Sammet's subdivision. According to 1921 Yeager, lots at Rich and Edith belonged to Benjamin Johnson. See Malden-014 and Malden-015. Unclear what the survey title refers to; may reference a surveyor notebook entry.",,1,,1,15 x 10,Blueprint,Low Constrast print.,"1 sheet, blueprint, approx. 15 x 10 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-002,"Malden, MA",Copy of part of Plan of Building Lots in Malden belonging to Charles E. Damon,Survey,1889-06-01,6/1/1889,1889,A.F. Sargent,,Charles E. Damon,,1 in = 30 ft,42.438288,-71.03529,At Broadway and [formerly] Temple St.,Subdivision plan with 6 lots.,See subdivision plans on Broadway by Griswold. 1900 Middlesex Stadley Atlas shows lots owned by C.E.Damon. See other survey by Sargent.,,1,,1,15 x 12,Blueprint,,"1 sheet, blueprint, approx. 15 x 12",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-003,"Malden, MA","Proposed 40 foot extension of Beachview Ave., Malden, Mass. M.J. Mastrangelo, Engineer & Architect. 369 Hanover St. Boston. Surveyed by A.M. Bellamy. To accompany Petition of La Fauci for water pipe installation.",Survey,1922-10-16,10/16/1922,1922,A.M. Bellamy; M.J. Mastrangelo (engineer & architect),,LaFauci; Berquist; Lang,,1 in = 40 ft,42.443212,-71.036797,Beachview Avenue,Road layout with measurements.,Bellamy did various projects with Mastrangelo.,,1,,1,24 x 14,Blueprint,Torn edges. Fragile condition.,"1 sheet, blueprint, approx. 24 x 14 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-004,"Malden, MA",[Untitled],Survey,,,,,,,"Formerly Frank W. Coughlin, Robert Howlett, Gould",1 in = 40 ft,42.441441,-71.031346,Broadway  ,"Bottom portion of a larger drawing. Notations indicate Boston elevated railroad between ""Malden-Melrose Bound"" and Boston.  Encompasses a quarry and woods.",See other drawings referencing Frank W Coughlin in Malden and other plans near intersection of Broadway and Bayard Street.  Lots of Howlett and Gould referenced in 1900 Bromley Atlas.  See Malden-005 ,,1,,1,37 x 18,Blueprint,"Backed. Tears, missing sections, deep folds.","1 sheet, blueprint, 37 x 18, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-005,"Malden, MA",[Plan of Melrose Heights],Survey,,,,[Robert B. Bellamy],,Loomis D. Griswold,,1 in = 40 ft,42.442759,-71.031821,Knoll Street,Preliminary plan showing development with over 80 lots.,"See other surveys for project, which was off Broadway, possibly Malden Highlands (Malden-006).  Also Land Court Plan #5697: Plan of Land in Malden and Melrose by Bellamy (1916)",Southern Middlesex LC Case #5697,1,,1,42 x 32,Kraft paper,Backed.  Sections have been torn or lost.,"1 sheet, 42 x 32, kraft paper, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-006,"Malden, MA","Malden Highlands, Malden Mass. Property of L. D. Griswold.",Survey,1916-08-19,8/19/1916,1916,H.A. Millhouse; Robert B. Bellamy,,Loomis D. Griswold,,1 in = 40 ft,42.443083,-71.030925,Borders Broadway; Blue Hill Avenue; Melrose Heights (Melrose town border); Coan and Unity Courts.,"Subdivision plan with 54 lots. Abuts Melrose Heights, another property of Griswold.",,,1,,1,17 x 13,Blueprint,Backed. Tears. Deep folds.,"1 sheet, blueprint, 17 x 13, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-007,"Malden, MA",[Untitled] Ink print of Broadway and Glenmore Avenue,Survey,,Not Dated,,[Robert B. Bellamy],,Mary E. Trophy; Thomas Spencer,,[1 in = 100 ft],42.43943,-71.032475,Broadway at Glenmere Avenue,"Measurements and dimensions of multiple building lots, ranging in lot numbers from 300 347.",May have been a preliminary sketch for Griswold Land Company Linden Highlands projects.,,1,,1,15.5 x 10,Sepia on vellum,,"1 sheet, 15 1/2 x 10, vellum brownline",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-008,"Malden, MA",[Linden Highlands],Survey,1894; 1918-09-24,1894; 9/24/1918,1918,Mr. Sargent and H.F. Sargent,,Martin Moeckel; S.H. Waitt,,[1 in = 100 ft],42.440242,-71.030475,Broadway; Glendale; Glenmere Avenue; Central; Greenwood; Trueman,"Shows layouts of over 250 property lots. Handwritten note: ""Plan made by Mr. Sargent, 1894. Completed by H. F. Sargent, Sept. 24, 1918""  Verso says Linden Highlands. ","See Malden-009 for blueprint. Based on layout and street names, may be transcription of plan made in conjunction with Griswold Land Co. for Victoria Heights / Linden Highlands.  See other drawings by Sargent, including 1885 Walker Atlas.  Linden Highlands is a section in NE Malden, near Revere town line; appears in 1885 Walker Atlas.",,1,,1,33.5 x 19,Ink on trace,Conserved 2014. Frayed edges.,"1 sheet, 33.5 x 19 in., ink on trace",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-009,"Malden, MA","Plan of Linden Highlands, Malden, Mass. Property of L. D. Griswold.",Survey,,Not Dated,,[Robert B. Bellamy],,Loomis D. Griswold,,1 in= 100 ft,42.43801,-71.029672,Surrounded by Salem Street; Broadway; Central Avenue,"Shows layouts of over 250 property lots.  Sheet has been folded and various lots shaded in red, somewhat faded.", See Malden-008 for preliminary drawing. May be updated variant on Victoria Heights and other Griswold developments.,,1,,1,32 x 19,Blueprint,Conserved 2014.  Frayed edges. Deep folds.,"1 sheet, blueprint, 32 x 19 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-010-A,"Malden, MA",[Linden Highlands],Survey,,Not Dated,,[Robert B. Bellamy],,[L.D. Griswold Land Company],,[1 in = 100 ft],42.435989,-71.034392,,Draft layout of subdivision with detailed grid and measurements but no other metadata.,"Location inferred from verso and other drawings.  Linden Highlands is bordered by Route 1, Broadway, Salem Street and includes Kennedy Drive. See other Linden Heights surveys.",,1,,2,36 x 30,Kraft paper,Partially taped. Frayed edges.,"1 sheet, kraft, 36 x 30 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-010-B,,[Untitled],Engineering Drawing,,,,,,,,,,,,Ink drawing showing elevation of piping system on multiple floors.,Purpose and provenance unclear.,,1,,2,36 x 30,Kraft paper,Partially taped. Frayed edges.,"1 sheet, kraft, 36 x 30 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-011,"Malden, MA","Plan of Victoria Heights, Malden, Mass. Made for Land Court Purposes for L. D. Griswold.",Survey,1917-08-06,8/6/1917,1917,Robert B. Bellamy,,Loomis D. Griswold,Thomas Spencer; Mary E. Torphy;  Julia Graffam; John and Margaret A. Gould; Timothy Mahoney; Louis Cohn; Christine E. and A. A. Hansson; George H. Howlett; Charles E. Bullard; Michael J. Coughlin; Mary E. Oliver; Charles A. Wescott; Mary Cameron Neill; Mary E. McCarthy; Hanna and Olof S. Lindgren; Swan Johnson; Frederick Cotterly; William J. Parker; Fannie H. Cheever; Mary S. Blake; Edward Fuller; A. E. Scott,1 in= 100 ft,42.43864,-71.031616,Surrounded by Salem Street; Broadway; Central Avenue,"Subdivision layout showing arrangement of streets with labelled lots. Note on drawing says ""this tract was originally laid out in August. 1873 by Veazie Bros. as Linden Highlands. Numbers in blocks refer to lots bought by L.D. Griswold."" Note on verso says ""Linden  Heights.""","Drawing is index sheet for more detailed subdivision plans. 1900 Bromley Atlas shows street layout and some owners.  The 1873 drawing by Veazie Brothers (engineers and surveyors based in Winchester, MA) is referenced in a Land Court Case which lists other surveys done for this area of Malden: http://masscases.com/cases/land/2019/2019-17-000597-DECISION.html",Southern Middlesex LC Plan Bk/Page 00104/529; Court Case #6794 - Sheet A (plan dtd 8/6/1917) [LC Doc# 51005978]; see other Sheets for more detailed plans.,1,,1, 38.25 x 26,Blueprint,Conserved 2014. Frayed edges.,"1 sheet, blueprint, 38.25 x 26 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-012,"Malden, MA","Plan of Linden Highlands, Malden, Mass. Property of L. D. Griswold. Land Co.",Survey,1917-10-25,10/25/1917,1917,Robert B. Bellamy,,L.D. Griswold Land Company,Julia Graffam; John and Margaret A. Gould; Timothy Mahoney; Mary E. Oliver,1 in = 80 ft,42.439476,-71.032618,Surrounded by Salem Street; Broadway; Central Avenue,See other Linden Heights  drawings; also 1900 Bromley Atlas.  Shows lot divisions for over 400 lots.,"See other plans in the Case #6794 series, which include another survey by Bellamy.",Southern Middlesex LC Plan Bk/Page 00104/529; Court Case #6794 - Sheet A (plan dtd 8/6/1917) [LC Doc# 51005978]; see other Sheets for more detailed plans.,1,,1,39.5 x 25.5,Blueprint,Conserved 2014. Slightly frayed edges.,"1 sheet, blueprint, 39.5 x 25.5 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-013,"Malden, MA; Revere, MA",Plan of Malden Gardens,Survey,1920-06-25,6/25/1920,1920,"Whitman & Howard, Civil Engineers",,L.D. Griswold Land Company,,1 in = 50 ft,42.42967575,-71.02545078,Bounded by Brookdale; Blaine and Washington Streets.,"Notations indicate plan of over 500 housing lots approved by Municipal Council, Mayor, & City Engineer, Sept. 1922.",See Revere-017 for other plan by Whitman & Howard.,,1,,1, 41 x 28,Blueprint,Tears. ,"1 sheet, blueprint, 41 x 28",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-014,"Malden, MA","Plan of Lots in Broadway Terraces Malden, Mass",Survey,1927-12-23,12/23/1927,1927,[Robert B. Bellamy],,[L.D. Griswold Land Company],,1 in = 40 ft,42.421271,-71.052467,Mills and Rich Streets (at the Everett border] near Bryant,Subdivision plan showing 24 lots.,"Per 1900 Bromley Atlas, this was also part of Geo. A. Sammet's land. Sammet had extensive holdings in this area, street was named after him sometime before 1930s (see Malden-014).",,1,,1,13 x 9.5,Sepia on vellum,,"1 sheet, vellum brownline 13 x 9 1/2 in",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-015,"Malden, MA","Plan of Malden Terraces, Malden, Mass.",Survey,1921-06-09,6/9/1921,1921,Robert B. Bellamy,,L.D. Griswold Land Company,,1 in = 50 ft,42.42599655,-71.05046486,Intersection of Bowdoin; Day; Sammet; and Winola Streets.  ,Shows subdivision of 143 lots. Some lots shaded in red.,,,1,,1, 22.75 x 16.5,Blueprint,Tears. Frayed edges.,"1 sheet, blueprint ; 22 3/4 x 16 1/2 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Malden-016,"Malden, MA","Plot Plan. Exchange Building N.E.T.&T. Co. Malden, Mass.",Survey,1946-03-15 to 1946-03-19,"March 15-19, 1946",1946,Cram & Ferguson,,New England Telephone & Telegraph Co.,,1/6 in = 1 ft,42.428202,-71.07705,Between Elm & Maple Streets,"Layout of building and surrounding land, comprised of 4 basement areas, existing wall, parking, grading.","Per 1857 Sanborn, the building was built in 1947 and housed the Dial Exchange. Cram & Ferguson were noted architects founded in 1889 and still operate; Cram has archive at the BPL.  The firm did the 1947 N.E.T. & T building at 185 Franklin Street, Boston, MA. See Whitman & Howard plan in registry; Whitman & Howard did other drawings in the Bellamy collection.","Southern Middlesex LC Plan Bk/Page 411/57; Court Case #20257A [plan by Whitman & Howard, Engineers]",1,,1, 40.5 x 16,Blueprint,Tears.,"1 sheet, blueprint, 40.5 x 16 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Marblehead-001,"Marblehead, MA",Mrs. Chas. Sumner Land at Marblehead,Survey,1899,1899,1899,[Frederic Endicott],,Mrs. Charles Sumner,,1 in = 10 ft,42.502061,-70.85072,22 Lee Street,Preliminary sketch showing outline of house.,Location inferred from other drawings in set (Marblehead-002 and -003).,Southern Essex LC Certificate  #2322/Plan 2655A,1,,1,25 x 17,Kraft paper,Frayed edges.,"1 sheet, kraft paper, approx. 25 x 17 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Marblehead-002-A,"Marblehead, MA",[Mrs. Charles Sumner Land at Marblehead],Survey,1899,[1899],1899,[Frederic Endicott],,Elizabeth R.K. Sumner (Mrs. Charles Sumner),Armington,1 in = 10 ft,42.502061,-70.85072,22 Lee Street,Preliminary sketch showing outline of house. ,"See other drawings in set (Marblehead-001 and -003). Location inferred from 1897 Richards Atlas of Salem and 1912 Walker Atlas of Marblehead. Doc. 4859/Certificate 4101, a sale by Mrs. Sumner, references plan by Frederic Endicott dtd. 1909 and filed in the Land registry office; deed indicates that Mrs. Sumner also lived in Canton Corner, a logical connection to Endicott, who did many surveys of Canton. Elizabeth Rand Kelly Sumner (1858-1935) was daughter-in-law of George and Maria Sumner; George was a wool manufacturer.",Southern Essex LC Certificate  #2322/Plan 2655A,1,,2,24 x 16,Kraft paper,,"1 sheet, kraft paper, approx. 24 x 16 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Marblehead-002-B,"Scituate, MA","Area of Part of Little Rock Island, N. Scituate",Survey,1911,[1911],1911,[Frederic Endicott],,,,1 in = 20 ft ,42.238854,-70.775563,,Abuts Ashcroft Road.  Schematic with notations.,A plan dated 1911 by Endicott was filed in the Plymouth registry.,Plymouth Court Case #3705/LC Certificate # 122328,1,,2,24 x 16,Kraft paper,,"1 sheet, kraft paper, approx. 24 x 16 in.",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Marblehead-003,"Marblehead, MA",A Plan of Land of Mrs. Elizabeth R.K.Sumner in Marblehead Containing 8637 Sq. Feet,Survey,1899-05-01; 1909-06-01,5/1/1899; 6/1/1909,1909,Frederic Endicott ,,Elizabeth R.K. Sumner (Mrs. Charles Sumner),Annie B. Quiner; John H. Frazier; Sarah E. Hooper; Emma G. Stevens; Thomas A. Wiggins,1 in = 10 ft,42.502061,-70.85072,22 Lee Street,Building plan for house on Lee St showing outline of house and brick store off of right of cart way.,See other drawings in set (Marblehead-001 and -002).  Elizabeth Rand Kelly Sumner (1858-1935) was daughter-in-law of George and Maria Sumner; George was a wool manufacturer.,Southern Essex  LC Certificate  #2322/Plan 2655A,1,,1,23 x 14,Sepia on vellum,,"1 sheet, brownline on vellum,  23 x 14 in",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Marblehead-004,"Marblehead, MA",Plan of Northern Part of Tinker's Island off Marblehead Mass. Property of William H. Finch.  Made for land court registration.,Survey,1923-04-17,4/17/1923,1923,Robert B. Bellamy,,William H. Finch,,1 in = 40 ft,42.484803,-70.833921,Stoney Neck,"Plan shows Finch's cottages in an area about 2.5 acres on an island southeast of Flying Point, Marblehead.","See Wikipedia  for sources related to dispute over island's jurisdiction.  The site may now be part of Salem, MA.  Island is shown as an outline in older Atlases.  Many cottages were built c. 1915.",,1,,1,17.5 x 24.5,Blueprint,Backed. Areas missing.,"1 sheet, blueprint, approx. 17.5 x 24.5 in, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-001,"Mattapan, MA",Plan of Profile of Bradford Road - Dorchester. Miss McGuire's work.,Survey,,Not Dated,,,,Miss. McGuire,,Horiz: 1 in = 16 ft; Vert: 1 in = 4 ft,42.270802,-71.077999,Riverdale Road at Bradford Street,"Preliminary sketch with dimensions and notations. Despite title, site is in Mattapan. ","See Mattapan-013, possibly done for same client.",,1,,1,41.5 x 15.25,Kraft paper,Conserved 2014. Backed.,"1 sheet, 41.5 x 15.25, kraft paper, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-002-A,"Hyde Park (Boston, MA); Mattapan, MA",John G. Ray Estate,Survey,1917-11-22,[11/22/1917],[1917],[Robert B. Bellamy],,"Estate of John G. Ray; E. E. Ray (may be Elizabeth Emma Ray, b. 1870)",,1 in = 50 ft,42.26401115,-71.10224813,Thorn Street; River Street,"Subdivision plan with 8 labelled lots, one building footprint.","Drawing done for E.E. Ray, 234 Devonshire Street, Boston.  E. E. Ray  may be Elizabeth Emma Ray, b. 1870 Ray is listed at this address as being in Hyde Park in 1919 Harvard Alumni Directory and in Boston City Record, Vol 14 for 1922.  Per developer proposal for 30 Thorn Street , a drawing of this title by Bellamy was filed  on 11/22/1917 in the Suffolk County Registry of Deeds, Book 4068, Page 109 (http://www.bostonplans.org/documents/projects/development-project-filings/30-thorn-street-spra-2018-06-11) ",Suffolk Unindex Plan Bk/Pl 4068/108,1,,2,29 x 24,Kraft paper,Edges torn or cut off. Taped.,"1 sheet, 29 x 24 in., kraft paper (edges torn or cut off)",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-002-B,"Tewksbury, MA",[Untitled],Survey,,,,,,,,,,,,Preliminary lot plan with grid and field measurements.,,,1,,2,29 x 24,Kraft paper,Edges torn or cut off. Taped.,"1 sheet, 29 x 24 in., kraft paper (edges torn or cut off)",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-003,"Mattapan, MA",Plan of Land - Stedfast Fabric Co. ,Survey,1925-05-01,5/1/1925,1925,Robert B. Bellamy,,Stedfast Fabric Company,,1 in = 20 ft,42.2655021,-71.0970086,Topalian Street (Tokio Street),Preliminary lot plan shows multiple buildings and walkways. Appears to be preliminary sketch.,No Tokio Street currently exists but per Bromley Atlases through 1935 was at the current location of Topalian Street. Tokio was renamed Topalian c. 1942. Stedfast Rubber Company was located at 34 Topalian St through 1977. ,,1,,1,17 x 11,Manila paper,,"1 sheet, 17 x 11, manilla",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-004,"Mattapan, MA","Profiles of Eskridge Street, Dorchester, MA",Survey,1916-06-20,6/20/1916,1916,Robert B. Bellamy,,Brown and Stackpole,,Horiz:  1 in = 30 ft; Vert: 1 in = 5 ft,42.275181,-71.079305,Eskridge Street. Near Freeland and Groveland Streets.,Shows 4 profiles at Eskridge Street from Freeland and Groveland Streets. Note says profiles to accompany plan of Mattapan Heights and Profiles of Freeland Street. ,"Located in Mattapan, despite title.  See preliminary sketch (Mattapan-005). Brown & Stackpole were Boston real estate brokers, located at 101 Tremont Street.  Lots are probably 4 and 8 Eskridge, which per 1918 Dorchester Bromley Atlas were owned by D. Arthur Brown Trust. ",,1,,1,25 x 13,Blueprint,Torn and frayed edges.,"1 sheet, blueprint, 25 x 13",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-005,"Mattapan, MA",[Untitled],Survey,,Not Dated,[1916],Robert B. Bellamy,,[Brown and Stackpole],,,42.275181,-71.079305,Eskridge Street. Near Freeland and Groveland Streets.,Dimensions for elevations showing grading.,See Mattapan-004,,1,,1,24 x 18,Kraft paper,Backed,"1 sheet, 24 x 18, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-006,"Mattapan, MA",Plan -  Standard Freeland and Eskridge Streets thro property of Brown & Stackpole,Survey,1915-04-01,4/1/1915,1915,Robert B. Bellamy,,Brown and Stackpole,,1 in = 20 ft; Horiz. 1 in = 20 ft; Vert. 1 in =  5 ft,42.275181,-71.079305,Block at Standard; Freeland & Eskridge,Shows extent of property including small side lane as well as profile of Standard Street.,See Mattapan-004 and -005.,,1,,1,44 x 27,Blueprint,Backed.  Torn and frayed edges.,"1 sheet, blueprint, 44 x 27, backed",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-007-A,"Mattapan, MA",[B-12 Mattapan Heights],Survey,,,,[Robert B. Bellamy],,[Brown and Stackpole],,1 in = 40 ft,42.27472,-71.079505,Standard; Groveland; Freeland Streets,Preliminary drawing showing layout of 49 lots.,"Walker and Bromley Atlases from 1800s thru 1930s show street layout and increased subdivision. Near Boston Home of Consumptives.  Mattapan Heights may have been proposed name for development; has since been appropriated by another Mattapan development.  See Brown & Stackpole surveys of Eskridge Street (Mattapan - 004, 005, 006] and Misc-004 for possible preliminary layout.",Suffolk Unindexed Bk/Plan 3890 / 999,1,,2,37 x 24,Manila paper,Folded. Taped.,"I sheet, 37 x 24, taped",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-007-B,"Mattapan, MA",[Untitled],,,,,[Robert B. Bellamy],,,,[1 in = 40 ft] ,42.27472,-71.079505,Freeland and Standard Streets,Elevations for west side of Freeland and Groveland Streets showing grading.,See verso for plan view. May be preliminary for Mattapan-004.,,1,,2,37 x 24,Manila paper,Folded. Taped.,"I sheet, 37 x 24, taped",,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-008,"Mattapan, MA",Plan and Profile of Proposed Layout of Violante Street,Survey,1924-09-27,9/27/1924,1924,"C. Fred. Joy, Jr.",,,,Horiz: 1 in =  40 ft ; Vert:  1 in = 4 ft,42.267387,-71.097159,Violante Street between River and Rockdale Streets.,Shows profile and plan dimensions of Violante Street and right of way to Rockdale Street.  Shows approval stamp by engineer in charge sewer service.  Additional dimensions and notes in red ink.,"See Mattapan-009 for proposed development abutting Violante St. Per Suffolk registry, Bellamy did plan dtd 9/14/1926 for lots.  Per review of Bromley Atlases, Violante St. was installed after 1918.",Suffolk Unindexed Plan Bk/Pg: 483 /186,1,,1,23 x 17,Vellum,Frayed edges.,1 sheet 23 x 17 in. vellum,,,,,,,,,,,,,,,,,,,
13,Massachusetts - Malden - Medford,Severy_Mattapan-009,"Mattapan, MA","Plan of Lots in Mattapan, Mass. Belonging to T.S. Richardson, Trustee of the Eliot Land Trust.",Survey,1924-06-05,6/5/1924,1924,"E.L. Moulton, surveyor",,"T.S. Richardson, Trustee of the Eliot Land Trust","Francis J. Obert, Walter W. Spaulding, T. Violante, City of Boston",1 in = 40 ft,42.26807689,-71.09817929,Rosewood; Rockdale; and River Streets,Shows layout of 31 lots.,See Mattapan-008 for proposed layout of Violante.  Moulton's plan is referenced in Suffolk Unindexed Deed Bk/Pg 8864/89,Suffolk Unindexed Plan Bk/Pg: 4645/293 [variant],1,,1,24.25 x 22.25,Blueprint,Backed. Areas missing.,"1 sheet, blueprint ; 24 1/4 x 22 1/4 in.",,,,,,,,,,,,,,,,,,,
