identifier,city_town,survey_title,date,auction_date,property_owner,neighbors,streets,notes,background_notes,related_registry_doc,surveyor,publisher,auctioneer,surveyor_no,scale,latitude,longitude,no_sheets,panels,sides,dimensions_in,form_genre,material,condition_notes
Perkins_13_11,"Somerville, MA",Plan of Land in Somerville Surveyed for D.J. Linwood.,1874-04-25,,"Inwood, D.J.",,Bonair Street,Subdivision plan showing 5 numbered lots with dimensions.  Contains references to other plans and notebooks and miscellaneous penciled measurements and calculations.,,,Not provided,,,281,1 in = 20 ft,42.38929044,-71.09146027,1,,1,20 x 14,Survey Plan,Ink and pencil on bond,Discoloration.
Perkins_13_12,"Somerville, MA",Copy of Plan of Land in Somerville belonging to James Hanley,1874-01-01 (Copied),,"Hanley, James","Dwyer, Matthew; Fitchburg Railroad; Hanley, James; Hanley, Michael; McDonald, ",Milk Street [McGrath Highway; Somerville Avenue],Plan showing five lots with dimensions and sf and nearby railroad tracks. Notes refer to other plans involving James Hanley.,Plan appears to be based on other plans dating between 1874 and 1901. See plan #Perkins_13_9.,,Stearns & Stevenson Surveyors,,,283,1 in = 20 ft,42.37501964,-71.08414109,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_13,,Plan of Cutting done on ? And Hobart's Land by J.R. Hopkins.,Not dated,,Hobart,,,Barely legible plan showing matrix of lines labelled A through E/ 4 through 6; each module is 10' apart. No location metadata provided.,See Drawing Perkins_13_19 for variant.,,"Hopkins, J.R. (Copied)",,,284,1 in = 10 ft,,,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_14,"Somerville, MA",[Untitled - Site on Milk],1874-08-26,,,,Milk Street [Somerville Avenue],Lot plan showing 1 lot with dimensions and sf.  Shows various reference lines and comparison of new and old lines on Milk Street after area taking.,,,,,,285,1 in = 10 ft,,,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_15,"Somerville, MA",Plan of Land in Somerville surveyed for ________ Coffin,Not dated,,,,Lambert Street?,Lot plan showing one lot with dimensions.  Abutting land is labelled but unclear whether three of them refer to street names or property owners.,,,"Elliot, Charles Darwin",,,286,1 in = 10 ft,,,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_16,"Somerville, MA","Land in Somerville surveyed for Walker, Bean & Wilbur.",1874-09-07 (Copied 1874-12-09),,"Walker, Bean & Wilbur; Walker, Samuel",Fitchburg Railroad,Fitchberg Street; [McGrath Highway],"Lot plan showing one lot with dimensions and sf. Contains two overlaid sets of lines and dimensions - one in red ink, the other in black - representing Elloit's and Bowkers' surveys.","Per urban atlases, Sam Walker owned oil storage sites at this location.",,"Elliot, Charles Darwin",,,287,1 in = 50 ft,42.37535412,-71.08503289,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_17,"Somerville, MA",Land in Somerville belonging to John Birmingham.,1874-11-01,,"Birmingham, John","Fitzpatrick, John; Hawkins, estate of; Swett, Mrs.",Dane Court [Dane Avenue],Lot plan showing two lots with dimensions and sf (one lot belongs to abutter).  Lists references to other plans and surveying notebooks.,"Dane Court is listed in 19th century directories as being east of Dane Street, now is part of Dane Avenue that connects to Leland Avenue.",,"Elliot, Charles Darwin",,,288,1 in = 10 ft,42.38013094,-71.10254981,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_18,"Cambridge, MA","Plan of Land on Strawberry Hill, Watertown owned by John Lowder",1860-12-04 (Copied 1874-12-14),,"Lowder, John","Watertown Branch, Fitchburg R.R.",Kirkland Street [Holworthy Street],Plan showing 3 lots with dimensions and sf. Lots outlined in red shading. Contains small table of calculations.,Is a variant of Plan No. Perkins_98_8.The Strawberry Hill area of West Cambridge was originally part of Watertown and Kirkland Street was renamed Holworthy in the 1880s. The railroad provided connections to the Fresh Pond Ice industry.,,"Mason, W.A. & Co. & W.S. Barbour",,,289,1 in = 20 ft,42.37604304,-71.14981141,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage. Taped.
Perkins_13_19,,Plan of Cutting done by Hopkins on Hobart's Land,Not dated,,Hobart,,,Barely legible plan showing matrix of lines labelled A through E/ 4 through 6; each module is 10' apart. Features multiple columns of calculations. No location metadata provided.,See Drawing Perkins_13_13 for variant.,,"Hopkins, J.R. (Copied)",,,290,1 in = 10 ft,,,1,,1,20 x 14.5,Survey Plan,Ink on bond,Discoloration.
Perkins_13_20,"Cambridge, MA; Somerville, MA",Copy of Peter Tufts' Plan of Millers River with Additions from Recent Surveys.,(1874-10-20),,,Fitchburg Railroad; Grand Junction Railroad,Cambridge Street; Medford Street [McGrath Highway]; Miller's River; Milk Street [Somerville Avenue],Plan showing multiple lots or property divisions along Milk Street with dimensions and field calculations.,,,"Tufts, Peter, Jr. (Copied by Elliot, Charles Darwin)",,,291,1 in = 200 ft,42.37188598,-71.07686973,1,,1,20 x 14.5,Survey Plan,Ink and pencil on bond,Discoloration. Edge damage.
Perkins_13_21,"Cambridge, MA; Somerville, MA",Plot showing the Center of the North track of Fitchburg R. R. at its intersection with Grand Junction R.R. as compared with old Milk Street Line.,Not dated,,,Fitchburg Railroad; Grand Junction Railroad,Milk Street [Somerville Avenue],Barely legible plan showing intersection of railroad lines with Milk Street {Somerville Avenue] and 1874 sidewalk line.  Includes field calculations.,,,Not provided,,,292,Not provided,42.3755251,-71.08338914,1,,1,20 x 14,Survey Plan,Pencil on bond,Discoloration. Edge damage.
Perkins_13_22,"Somerville, MA","Levels on Land belonging to John W. Vinal, Summer Street",1875-01-14,,"Vinal, John W.",,Summer Street,"Plan showing lot with dimensions and grid of red lines referencing levels. Indicates ""Bases not referred to Mean Low Water.""","Location is approximate. Vinal owned lots in this area, including on and near Vinal Street.",,Not provided,,,293,1 in = 10 ft,42.38160886,-71.1004777,1,,1,14 x 20,Survey Plan,Ink on bond,Discoloration.
Perkins_13_23,"Newton, MA; Watertown, MA",Plan of Land in Watertown surveyed for George Mayers,1875-01-01,,"Myers, George",,Boyd Street; Galen Street,Subdivision plan showing 8 lots with dimensions and sf. Ink based drawing has been overlaid with additional penciled measurements and  references to other plans.,,,"Elliot, Charles Darwin",,,294,1 in = 20 ft,42.36001026,-71.18550284,1,,1,20 x 14,Survey Plan,Ink and pencil on bond,Discoloration.
Perkins_13_24_A_B,"Somerville, MA",Land in Somerville belonging to John Mullay.,1874-10-27,,"Mullay, John",,Cross Street; 48-50 Oliver Street,"2 copies of lot plan showing 10,243 sf lot with dimensions and locations of stakes and fences.  Notations indicate abutting lots ""By Wadsworth"" and that the plan is an office copy. Plan shows two outlines of lot borders, one in black in, the other in red.  Includes misc. table of calculations.","Based on notations and references in Middlesex Registry of Deeds, the plan may be a copy of one done by Alex Wadsworth.",,Not provided,,,295,1 in = 20 ft,42.38382854,-71.08801062,2,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_25,"Somerville, MA",Survey of Lots on William Avenue ,1874-10-11,,"Vinal, John W.",,Appleton Street; Morrison Street; Willow Avenue,Subdivision plan showing five lots straddling two blocks with dimensions and sf and partial outline of abutter's house.,The Vinals were major landowners in 19th-century Somerville; see other plans in the collection.,,"Elliot, Charles Darwin",,,296,1 in = 20 ft,42.39575426,-71.11584837,1,,1,20 x 14.5,Survey Plan,Ink on bond,Discoloration.
Perkins_13_26,"Somerville, MA",Plan of Land in Somerville,1866-05-01,,,Anderson; Underhill; Wheeler; Woodcock; Wyman,Cambridge Street [Washington Street]; Mount Vernon Street; Pearl Street; Pinckney Street,Subdivision plan showing 27 numbered lots straddling two blocks with sf and dimensions.,,,"Wadsworth, Alexander",,,298,1 in = 60 ft,42.38297009,-71.08128197,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_27,"Somerville, MA",Survey for A. Frank Carpenter,1874-08-07,,"Carpenter, Frank",,Milk Street [Somerville Avenue]; Park Street,Barely legible plan showing corner lot with dimensions and sf. Refers envelope for A. Frank Carpenter dtd. April 1904.,,,Not provided,,,300,1 in = 10 ft,42.38310482,-71.10660065,1,,1,14 x 20,Survey Plan,Ink on bond,Discoloration.
Perkins_13_28,"Somerville, MA",Survey in Somerville for Richard H. Sturtevant,1873-11-03,,"Sturtevant, Richard H.","Greldowski; Hill, Ira; Munroe, Mrs. N.T.; Sanborn, Robert",Columbus Avenue [Highland Street]; Walnut Street,"Lot plan showing 22,251 sf lot with dimensions and stake locations.  Dashed lines indicated proposed continuation of Columbus Avenue through to Walnut Street; the Avenue is noted as being ""Highland Street on City Map""0.",Abutter Ira Hill was major 19th-century Somerville realtor and influential in the development of Union Square.,,"Elliot, Charles Darwin",,,302,1 in = 20 ft,42.38510072,-71.09445455,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_29,"Somerville, MA",Estate in Somerville belonging to G.A. & A.L. Sanborn,1873-09-23,,"Sanborn, Anne Sarah","Davis; Dodge, Seward; Ryder, G.W.; Vinal, Mary E.",Union Square,"Lot plan showing 7,135 sf lot with dimensions and footprint of building on abutting lot.",The Sanborn family was a leading builder in 19th-century Somerville.,,"Elliot, Charles Darwin",,,303,1 in = 8 ft,42.37957803,-71.09571653,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_30,"Somerville, MA",Land in Somerville owned by John Runey,1873-08-11,,"Runey, John",,Cross Street,"Lot plan showing 2,442 sf lot with dimensions.","John Runey owned an earthenware pottery manufacturing facility at this site. Per Middlesex Registry, Charles D. Elliott did a 1882 survey for Runey's heirs of Cross Street lot.",,Not provided,,,304,1 in = 5 ft,42.38458953,-71.08898539,1,,1,20 x 14,Survey Plan,Ink on bond,Buckling. Discoloration. Edge damage.
Perkins_13_31,"Somerville, MA","Subdivision of Lot 27, Quincy St., Somerville belonging to J.D. Hills.  See plan of lots belonging to ""the"" heirs of Robert Vinal.",1873-01-01,,"Vinal, Robert Aldersey",,Quincy Street,"Plan showing two lots with dimensions and sf as well as notations referencing various notebooks. Note states to ""send Mr. Hills a copy on tracing cloth.""",The Vinal family owned various lots on this street.,,"Elliot, Charles Darwin",,,305,1 in = 10 ft,42.38325661,-71.10043558,1,,1,14 x 20,Survey Plan,Ink on bond,Discoloration.
Perkins_13_32,"Somerville, MA",Land in Somerville surveyed for Rice,1873-04-19,,Rice,,Concord Avenue; 67 - 69 Springfield Street,"Plan showing two lots with dimensions and sf. Drawing base is in ink, additional sf and dimensions in pencil. Penciled note indicates duplicate.",,,"Elliot, Charles Darwin",,,307,1 in = 8 ft,42.37642574,-71.09938849,1,,1,10 x 14,Survey Plan,Ink and pencil on trace,"Discoloration. Edge damage. Missing pieces, Tears."
Perkins_13_33,"Somerville, MA",Land in Somerville surveyed for Rice,1873-04-19,,Rice,,Concord Avenue; 67 - 69 Springfield Street,"Plan showing two lots with dimensions and sf. Drawing base is in ink, additional sf and dimensions in pencil. Is variant on Plan #Perkins_13_33, contains tables of calculations and revised sf.",,,"Elliot, Charles Darwin",,,307,1 in = 8 ft,42.37642574,-71.09938849,1,,1,10 x 14,Survey Plan,Ink and pencil on bond,Discoloration. Edge damage.
Perkins_13_34,"Somerville, MA",R. Vinal's Land,(Copied 1873-08-18),,"Vinal, Robert Aldersey",Fitchburg Railroad,Court Street [Kingman Street; Kingman Road]; Washington Street; Webster Avenue,Plan showing one block comprising 13 lots with dimensions. Is copy of Plan #Perkins_13_35.,,,"Mason, W.A. & Co. (Copied by Schubarth, Albert)",,,306,1 in = 40 ft,42.37942461,-71.09657642,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_35,"Somerville, MA",R. Vinal's Land,Not dated,,"Vinal, Robert Aldersey",Fitchburg Railroad,Court Street [Kingman Street; Kingman Road]; Washington Street; Webster Avenue,Plan showing one block comprising 13 lots with dimensions.,,,"Mason, W.A. & Co.",,,308,1 in = 40 ft,42.37942461,-71.09657642,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_36,"Somerville, MA",Plan of Land in Somerville surveyed for R.A. Vinal,1870-09-29,,"Vinal, Robert Aldersey",,Milk Street [Somerville Avenue]; Union Square; Washington Street,"Plan showing two lots.  One is outlined with dashes with note indicating ""sold to the town"" with sf indicated by deed. The other shows dimensions, sf, and footprint of house.",,,"Mason, W.A. & Co.",,,309,1 in = 10 ft,42.37977997,-71.09649216,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_37,"Somerville, MA",Plan of Land in Somerville belonging to R. Vinal of Somerville,(Copied 1873-08-19),,"Vinal, Robert Aldersey",Fitchburg Railroad,Medford Street,"Plan showing four lots with dimensions and sf. One lot has corner crossed by Fitchburg Railroad. Street name is listed as ""Medford Street or Webster Avenue.""",Location is approximate.  Vinal owned property on Webster near the railroad lines.,,"Mason, W.A. & Co.",,,310,1 in = 20 ft,42.37819311,-71.0958189,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_38,"Somerville, MA",[Untitled - Heirs of G.C. Hawkins to D.A. Sanborn],1846-12-11 (Copied 1873-08-14),,"Hawkins, G.C.; Sanborn, David Augustus",Fitchburg Railroad,Brickyard Lane [Newton Street]; Prospect Street,"Plan showing three lots with sf and footprints of a ""double house"" and a carpentry building. Note indicates ""blue line accord with deed.""",See Plan Perkins 13-50 for related plan.,,(Copied),,,311,1 in = 20 ft,42.37834601,-71.09481537,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_39,"Somerville, MA",Plan of the late John Runey's Land in Somerville,1848-01-01 (Copied 1873-08-12),,"Runey, John","Adams, Charles and Eliza; Boston and Lowell Railroad; Gilman, C.E.; Mann, Emmeline and Jarius; Monroe, Benjamin B. and Hannah; Runey, Horace; Tufts, Charles",Cross Street; [Gilman Street],Plan showing 6 numbered lots with dimensions and sf (shown in rods and links). Lots show names of other parties involved in land conveyances. Base plan in ink with additional notes and measurements.,,,"Sparrell, John",,,312,1 in = 66 ft,42.38458953,-71.08898539,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_40,"Somerville, MA",Plan of Land belonging to Joseph Clark of Somerville,(Copied 1873-08-18),,"Clark, Joseph",Fitchburg Railroad,Milk Street [Somerville Avenue],"Subdivision plan showing 6 lots with dimensions and sf. Verso displays in decorative typescript the names of Adams, J.B.; Atkins, Elisha; Endicott, Alex",,,(Copied),,,314,1 in = 40 ft,42.38439741,-71.11190303,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_41,"Somerville, MA",[Untitled - Surveyed for George Brastow],1843-01-01,,"Brastow, George O.",,Highland Avenue; Range Way [Madison Street]; School Street,Subdivision plan showing 18 numbered lots with dimensions and sf. Penciled notes contain miscellaneous field calculations and note that Range Way was formerly Barbery Lane (1878) now enclosed with lots.,Brastow was Somerville's first mayor and developer of the Spring Hill section of the city. Surveyors Felton & Parker were major surveyors in Somerville and Charleston in the 1840s.,,"Parker, G.A., Felton and Parker",,,315,1 in = 40 ft,42.38686759,-71.09877239,1,,1,20.5 x 14,Survey Plan,Ink and pencil on bond,Discoloration.
Perkins_13_42,"Somerville, MA",Plan of Estate in Somerville belonging to Charles E. Lincoln. No. 232.,1861-10-12,,"Lincoln, Charles E.","Dodge, Seward; Sanborn, G.A. and A.L.; Vinal, R;",Webster Avenue,"Plan showing two lots with sf and dimensions. One lot displays building footprint with walls dimensions and fence, brick wall, and creek are notated.",,,"Elliot, Charles Darwin",,,316,1 in = 10 ft,42.37918091,-71.0961368,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_43,"Somerville, MA",Land in Somerville belonging to the house of Joshua Littlefield.,1854-12-1,,"Littlefield, Joshua",Belmont; Hadley; Oliver,Franklin Street,"Plan showing two non-contiguous lots with dimensions, sf, and footprint of house and barn.",,,"Whitney, J?",,,319,1 in = 25 ft,42.38158189,-71.08643965,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_44,"Somerville, MA",Lot surveyed for J. Clark,1872-07-03,,"Clark, Joseph",Fitchburg Railroad,Clark Street,"Lot plan showing 5,517 sf lot with dimensions and front and rear property lines highlighted in red pen; center line of adjacent railroad track in dashed red line.",,,Not provided,,,318,1 in =10  ft,42.37784961,-71.096817,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage. Taped tear.
Perkins_13_45,"Somerville, MA",Land in Somerville belonging to Edson & Wheeler.,1871-09-12,,Edson & Wheeler,,,Plan showing two lots with sf and dimensions. Also shows triangulation lines. ,Location inferred from 19th century directories and other sources; see plan #Perkins 13-74. Edson & Wheeler were merchants with a building at Somerville Avenue and Spring Street.,,Not provided,,,319,1 in = 20 ft,42.38389926,-71.10950372,1,,1,14 x 20,Survey Plan,Ink on bond,Discoloration.
Perkins_13_46,"Somerville, MA",(Copy) Plan of Land in Somerville owned by D Bryant,1857-07-01 (Copied 1860-07-13),,"Bryant, D","Dimick; Griffin, Walter; Merrill;",Beacon Street; Taggard Court [Beacon Place],Subdivision plan showing 8 numbered lots with dimensions and sf. Indicates is a copy and references a J.A. Bent plan of August 1900. Displays miscellaneous field calculations.,,,"Mason, W.A. & Co. (Copied by Elliot, Charles D.)",,,320,1 in = 20 ft,42.37751795,-71.10523926,1,,1,20 X 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_47,"Somerville, MA",[Untitled - Lots at Milk Street between Quincy and School Streets],1873-11-29,,,,Milk Street [411 thru 433 Somerville Avenue]; Quincy Street; School Street,Subdivision plan showing 9 numbered lots with dimensions and sf. Additional calculations and measurements. No owner listed.,,,"Elliot, Charles Darwin",,,321,1 in = 20 ft,42.38196931,-71.10165644,1,,1,20 x 14,Survey Plan,Ink and pencil on bond,Discoloration.
Perkins_13_48,"Somerville, MA","Redivision of Lots 53 & 54 (O'Brien's land, Somerville, for Aaron Chase, Jr.).",1873-06-03 (Revised 1873-06-17),,"Chase, Arron; O'Brien",,Houghton Street; Springfield Street,Subdivision plan showing two lots with sf and dimensions. Contains both black and red lines with note indicating that property lines were changed according to O'Brien's directions. Features miscellanous penciled corrections and calculations.,,,"Elliot, Charles Darwin",,,322,1 in 8 ft,42.3752229,-71.09998639,1,,1,14 x 20.5,Survey Plan,Ink and pencil on bond,Discoloration.
Perkins_13_49,"Somerville, MA",Plan of Land in Somerville belonging to John Runey,1848-01-01 (Copied 1873-08-11),,"Runey, John","Gilman, C.E.; Tufts, Charles",Cross Street,Lot plan showing 3 lots with dimensions and sf (shown in rods and links). Center of ditch is referenced.,See related plans for John Runey.,,"Sparrell, John",,,323,1 in = 66 ft,42.38458953,-71.08898539,1,,1,14 x 19.5,Survey Plan,Ink on bond,Discoloration.
Perkins_13_50,"Somerville, MA","[Untitled - Lot between Prospect Street and ""Brick Yard Lane.""}",1873-08-13 (1873-09-16),,"Hawkins, G.C.; Sanborn, David Augustus",Fitchburg Railroad,Brickyard Lane [Newton Street]; Prospect Street,"Plan showing 19,081 lot with dimensions. Note indicates ""line by deed from Hawkins heirs to Sanborn 1846.""",See Plan Perkins 13-38 for related plan.,,"Elliot, Charles Darwin (Copied)",,,325,1 in = 20 ft,42.37834601,-71.09481537,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_51,"Somerville, MA",Plan of Estate in Somerville belonging to Freedom Adams showing change to in grade of lot caused by lowering Highland Avenue.,1873-12-06,,Freeborn Adams,,119 Highland Avenue,"Drawing showing lot plan and two elevations of property along Highland Avenue. Plan shows footprint of house, piazza, and sidewalk; elevations show line of driveway, sidewalk, and street and location of ""old surface"" of street.  Elevation base taken off of ""low tide.""  Some notations are in red ink.",,,"Elliot, Charles Darwin",,,328,Horiz: 1 in = 20 ft; Vert: 1 in = 5 ft,42.38747326,-71.10033488,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_52,"Somerville, MA",Plan of a Estate in Somerville owned by Amos Haynes,1872-07-01,,"Haynes, Amos",,Mount Vernon Street; 91 Perkins Street,"Lot plan showing 13,211 sf lot with dimensions. Lot is shown as abutting Union Square and plan contains additional penciled notes.",Perkins was a prominent 19th-century vinegar dealer.,,"Elliot, Charles Darwin",,,329,1 in = 20 ft,42.38487405,-71.08011417,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_53,"Somerville, MA","Andrew J. Evans Estate, Somerville",1873-10-01,,"Evans, Andrew J.","McCarren, M.J.; Sullivan, James",Linwood Street,"Lot plan showing 6,625 sf lot with dimensions, partial footprint of dwelling, and other markers. Contains multiple sets of annotations in either pencil or red ink as well as references to deeds and a plan furnished by Judge Wentworth for Mrs. Randall.",,,"Elliot, Charles Darwin",,,331,1 in = 10 ft,42.37838652,-71.08804181,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_54,"Somerville, MA",Land in Somerville belonging to Mrs. Hayden,1873-12-26,,"Hayden, Priscilla","Dugan, John; Hollander, Jacob; Osgood, H.D.",Boston Street,"Lot plan showing 10,515 sf lot with dimensions and footprint of a house.  Contains two sets of dimensions, in different colored inks.",,,"Elliot, Charles Darwin",,,332,1 in = 10 ft,42.38097973,-71.09082038,1,,1,14 x 20,Survey Plan,Ink on bond,Discoloration.
Perkins_13_55,"Somerville, MA",Plan of Land in Somerville,Not dated,,"Clark, Joseph",Hawkins,Clark Street,"Lot plan showing 4,001 sf triangular lot with dimensions and degrees. Lacks metadata regarding date and surveyor; probably done in conjunction with Plan #Perkins 13-56.",,,Not provided,,,333,1 in = 20 ft,42.37784961,-71.096817,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_56,"Somerville, MA",Land in Somerville surveyed for ________,1875-12-27,,,"Clark, Joseph",Clark Street,Lot plan showing two lots comprising triangular shape with dimensions and sf and footprint of building straddling both lots. Data provided in both red and black inks. Probably done in conjunction with Perkins Plan #13-55.  Space in title block for owner/client is blank.,,,"Elliot, Charles Darwin",,,334,1 in = 8 ft,42.37784961,-71.096817,1,,1,20 x 13.5,Survey Plan,Ink on bond,Discoloration.
Perkins_13_57,"Somerville, MA","Estate of John N. White, Somerville",1872-10-02,,"White, John N. , estate of","Dodge, Edward ",Milk Street [Somerville Avenue]; Prospect Street,"Plan showing two lots, one of which is part of larger lot, with sf and dimensions. Note indicates larger portion is leased to Dodge.  Additional notes refer to plans dated 1901 and 1903.",,,"Elliot, Charles Darwin",,,335,1 in = 8 ft,42.37933274,-71.09423441,1,,1,14 x 20,Survey Plan,Ink on bond,Discoloration. Edge damage. Tear.
Perkins_13_58,"Somerville, MA","Curve on E. Thayer's Land, Broadway and Holland Street.",Not dated,,"Thayer, Edward F.",,Broadway; Holland Street,Sketch showing outline of triangular space outlined by curve and tangent lines with dimensions.  Includes extensive sets of tabular calculations.,,,Not provided,,,336,1 in = 10 ft,42.40290763,-71.12681857,1,,1,20 x 14,Survey Plan,Ink and pencil on bond,Discoloration. Edge damage. Tears.
Perkins_13_59,"Arlington, MA",Plan of Land in Arlington owned by Nathan L. Stone,Not dated,,"Stone, Nathan L.",,Arlington Avenue [Massachusetts Avenue]; Highland Street,"Lot plan showing 34,296 sf lot with dimensions. Note indicates owner also owned abutting lot.",Arlington Avenue was renamed Massachusetts Avenue in the early 1890s.,,Not provided,,,337,1 in = 20 ft,42.41769576,-71.16501535,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration. Edge damage.
Perkins_13_60,"Somerville, MA",Plan of R. A. Vinal's Land,Not dated,,"Vinal, Robert Aldersey",Fitchburg Railroad,Kingman Road; Washington Street; Webster Avenue,Plan showing subdivision with 16 lots with dimensions and sf. Shows boundary of what became Kingman Court [later Kingman Road],See other plans in the collection done for the Vinal family.  The Middlesex Registry of Deeds indicates that Mason did a survey in 1852 for St. Joseph's school; one of the lots on the plan is the site of St. Joseph Catholic Church.,,"Mason, W.A. & Co.",,,338,1 in = 40 ft,42.37942461,-71.09657642,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_61,"Somerville, MA",Plan of Ira Hill's Land,1872-04-01,,"Hill, Ira",,Highland Avenue; Thorp Place [Thorp Street]; Walnut Street,"Plan showing subdivision with 11 lots with dimensions. Small table of dimensions in pencil. Note says ""See E. Chat. Drauet [sp?] env. Aug. 4, 1903.""",The Middlesex Registry of Deeds indicates that Mason did a survey of lots in 1870 for Ira Hill and others.,,Not provided,,,339,1 in = 20 ft,42.38488671,-71.0938967,1,,1,20 x 14,Survey Plan,Ink on bond,Discoloration.
Perkins_13_62,"Cambridge, MA; Watertown, MA",Lot 409 - Cambridge Cemetery - for Mr. Peters,1870-12-23,,Greenleaf; Peters,Mount Auburn Cemetery,Indian Ridge Path,"Plan, elevations and details of what appears to be an stepped entry to a burial area.  ",Cemetery appears to be mislabeled; the location probably is Lot 409 on Indian Ridge Path in Mount Auburn Cemetery; the lot is owned by the Greenleaf family and Mary Wiggin Greenleaf died a year before the sketch was drawn.,,Not provided,,,340,Not provided,42.3726428,-71.14195221,1,,1,20.5 x 14,Architectural Drawing,Pencil on manila,Discoloration. Edge damage.
Perkins_13_63,"Somerville, MA",Profile of Houghton Street for John O'Brien,Not dated,,"O'Brien, John",,Bolton Street; Houghton Street; Oak Street; Springfield Street,"Preliminary sketch showing elevations and layout of a section of Houghton Street. One note questions whether elevations are readings or ""actual heights""; the other note indicate where grade is established.",,,Not provided,,,341,Horiz: 1 in = 30 ft; Vert: 1 in = 3 ft,42.3752229,-71.09998639,1,,1,20 x 14,Survey Plan,Ink and pencil on bond,Discoloration.
Perkins_13_64,"Somerville, MA","Plan of Robert Sanborn's Land on Walnut Street, Somerville",Not dated,,"Sanborn, Robert",,Bow Street; Walnut Street,"Preliminary sketch showing what appears to be a subdivision plan with dimensions and sf. Contains penciled notes of additional information to be found, references to notebooks and other documents, and calculation tables.",,,Not provided,,,342,Not provided,42.38132843,-71.09711536,1,,1,20 x 14,Survey Plan,Pencil on bond,Discoloration. Edge damage.
Perkins_13_65,"Somerville, MA",Plan of Land belonging to G.W. Ireland,1873-10-28,,"Ireland, George W.",,Prescott Street; Summer Street,"Preliminary sketch showing 12,413 sf lot. Contains miscellaneous notes and calculations.","Ireland owned a large estate at School and Summer Streets, which began to be divided in the 1870s.",,"Elliot, Charles Darwin",,,343,1 in = 40 ft,42.38389865,-71.09978764,1,,1,20 x 14,Survey Plan,Pencil on bond,Discoloration. Edge damage.
Perkins_13_66,"Somerville, MA",Estate in Somerville for Robert Sanborn,1873-07-01,,"Sanborn, Robert","Monroe, Mrs.",Bow Street; Highland Street [Columbus Avenue]; Walnut Street; Warren Avenue,"Preliminary sketch showing 155,760 sf (3.57 acre) lot with dimensions and which abuts smaller adjacent lots. References field notebooks.",,,"Elliot, Charles Darwin",,,344,1 in = 50 ft,42.38132843,-71.09711536,1,,1,20 x 14,Survey Plan,Pencil on bond,Discoloration. Edge damage.
Perkins_13_67,"Somerville, MA",Lots surveyed for Col. Meacham,1871-01-01,,"Meacham, George A.",,Cherry Street; Summer Street,"Preliminary sketch of 3 lots at street intersection with dimensions and sf.  Contains misc notes, references, and calculations.",Meacham was a prominent real estate agent in 19th-century Somerville and owned lots of land around Elm Street.,,,,,345,1 in = 30 ft,42.39140947,-71.11502932,1,,1,14 x 20,Survey Plan,Pencil on bond,Discoloration. Edge damage.
Perkins_13_68,"Arlington, MA","Sections of Mill Street, Arlington",Not dated,,,,Mill Street,Preliminary street layout showing sides of streets with various cross lines.,,,"Elliot, Charles Darwin; Grant, M.G.",,,346,Not provided,42.41763199,-71.15773203,1,,1,14 x 20,Survey Plan,Pencil on bond,Discoloration.
