latitude,longitude,identifier,city_town,date,auction_date,survey_title,call_number,surveyor,auctioneer,property_owner,publisher,notes,link
"42.318353, ",-71.105782,03_0010L,"Boston, MA",,,"Plan of House Lots for Sale by George S. Curtis, Centre St, Jamaica Plain-only bottom plan of two mapped",G1234.B6 C65 1915,Garbett & Wood,Atwood & Weld,,,,
"42.255572, ",-71.125904,03_0010R,"Boston, MA",,,Map of Hyde Park and Vicinity,G1234.B6 C65 1915,,,,,,
"42.313523, ",-71.117034,03_0011L,"Boston, MA",,,Land Owned by Mrs. S.A. Dickson,G1234.B6 C65 1915,H. H .Moses,,,,,
"42.321384, ",-71.104712,03_0011R,"Boston, MA",,,"West Roxbury, May 17, 1873",G1234.B6 C65 1915,T. B. Moses,,,,,
42.308337,-71.111873,03_0012L,"Boston, MA",,,Plan of land to be sold at auction by J.D. Whipple in Jamaica Plain,G1234.B6 C65 1915,,,,,,
42.289083,-71.134112,03_0012R,"Boston, MA",,,"Boston, May 27, 1892",G1234.B6 C65 1915,Garbett & Wood,,,,,
,,03_0013L,"Boston, MA",,,Not mappable - no city/town name present,G1234.B6 C65 1915,,,,,,
,,03_0013R,"Boston, MA",,,Not mappable - no city/town name present,G1234.B6 C65 1915,T. B. Moses,,,,,
,,03_0014L,"Boston, MA",,,"Plan of land in Dorchester, Mass belonging to the Welles Estate - not mappable - no street names present",G1234.B6 C65 1915,Charles Breck,,Welles Estate,,,
42.336895,-71.116068,03_0014R,"Boston, MA",,,Plan of lands owned by the Aspinwall Land Company in Brookline,G1234.B6 C65 1915,,,,,,
42.277234,-71.167051,03_0015R,"Boston, MA",,,"Plan of the Garner Estate near Spring Street Station, Ward 23, Boston",G1234.B6 C65 1915,J. Edwin Jones,Barrows & White,,,,
42.305949,-71.116436,03_0016R,"Boston, MA",,,"Plan of Side Hill, Jamaica Plain",G1234.B6 C65 1915,William A. Garbett,,,,,
42.321538,-71.119566,03_0017R,"Boston, MA",,,"Plan of Land in Boston, Massachusetts Taken Dec. 24, 1892 for a Park ",G1234.B6 C65 1915,,,,,,
,,03_0018L,"Boston, MA",,,Not mappable - no city/town name present,G1234.B6 C65 1915,H. T. Whitman,,,,,
42.270316,-71.013236,03_0018R,"Boston, MA",,,"Wollaston Park, Old Colony Railroad",G1234.B6 C65 1915,Charles S. Miller,"Wood, Harmon & Co",,,,
42.273323,-71.025144,03_0019L,"Boston, MA",,,Plan of Land at Quincy belonging to Caroline E. Wood,G1234.B6 C65 1915,John H. Rice,,,,,
,,03_0019R,"Boston, MA",,,Plan of house lots situated on the west side of Hancock St - Not mappable - no city/town name present,G1234.B6 C65 1915,G.A.Dublin,,,,,
42.274358,-71.026215,03_0020L,"Boston, MA",,,No title or description,G1234.B6 C65 1915,N. T. Whitman,,,,,
42.273391,-71.026911,03_0020R,"Boston, MA",,,"No title or description except for ""lot numbers refer toa plan of ""Norfolk Down"", Quincy Mass, dated April 1892",G1234.B6 C65 1915,"Charles D. Elliot, Eng.",,,,,
42.274543,-71.017746,03_0021R,"Boston, MA",,,"Norfolk Downs, Quincy, Mass.",G1234.B6 C65 1915,"Charles D. Elliot, Eng.",,,,,
42.286649,-71.105325,03_0022L,"Boston, MA",,,No title or description,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.286649,-71.105325,03_0022R,"Boston, MA",,,No title or description,G1234.B6 C65 1915,J. Edwin Jones,,,,,
,,03_0023L,"Boston, MA",,,Not mappable - no city/town or street names present,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.295953,-71.114935,03_0023R,"Boston, MA",,,"Three plans same area-one shown here: ""this is a part of plan of J. Edwin Jones, dated June 21, 1881""",G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.296071,-71.116024,03_0024L,"Boston, MA",,,"Subdivision of Lot 1 on plan of J. Edwin Jones, June 8 1881",G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.296074,-71.116064,03_0024R,"Boston, MA",,,Plan of Land at Jamaica Plain near Forest Hills Station belonging to heirs of Joseph M. Weld,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.315326,-71.081808,03_0025L,"Boston, MA",,,Plan of Part of the Land of the Estate of J.M. Weld - location is questionable-no cross streets,G1234.B6 C65 1915,,,,,,
42.299101,-71.113985,03_0025R,"Boston, MA",,,No title or description,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.298425,-71.113218,03_0026L,"Boston, MA",,,Plan of Part of the Land of the Estate of J.M. Weld - Forest Hills,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.295932,-71.116132,03_0026R,"Boston, MA",,,Part of Land at Jamaica Plain near Forest Hills Station Belonging to the Heirs of Joseph M. Weld,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.297526,-71.111945,03_0027L,"Boston, MA",,,No title or description,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.276181,-71.093027,03_0027R,"Boston, MA",,,Plan of Building Lots at Mattapan to be sold at public auction,G1234.B6 C65 1915,,Lewis J. Bird & Co.,,,,
42.319536,-71.11159,03_0028L,"Boston, MA",,,Land at Jamaica Plain belonging to W. B. Blakemore,G1234.B6 C65 1915,"Ernest W. Bowditch, Engineer",,,,,
42.273788,-71.14793,03_0028R,"Boston, MA",,,Plan of Land in West Roxbury belonging to Wm. B. Blakemore,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.286181,-71.154987,03_0029L,"Boston, MA",,,Plan of Land in West Roxbury belonging to William B. Blakemore,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.294761,-71.158287,03_0029R,"Boston, MA",,,Plan of Land in West Roxbury owned by Wm. B. Blakemore (Joy Farm),G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.276572,-71.139182,03_0030L,"Boston, MA",,,Plan of Lots in West Roxbury belonging to Wm. B. Blakemore,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.276572,-71.139182,03_0030R,"Boston, MA",,,Duplicate of 03_0029L - Plan of Lots in West Roxbury belonging to Wm. B. Blakemore,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.360774,-71.130534,03_0031L,"Boston, MA",,,Plan of Land in Allston belonging to William B. Blakemore,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.316311,-71.112095,03_0031R,"Boston, MA",,,"Plan of Robinwood, Jamaica Plain Mass",G1234.B6 C65 1915,"Joseph H. Curtis, Landscape Architect",,,,,
42.320054,-71.103974,03_0032R,"Boston, MA",,,"Plan of land in Boston Highlands, owned by Thomas",G1234.B6 C65 1915,Garbett & Wood,,,,,
41.663641,-70.618261,03_0033L,"Boston, MA",,,Cataumet Grove and Shore Co's Lands at Cataumet,G1234.B6 C65 1915,,,,,,
42.128556,-70.912436,03_0033R,"Boston, MA",,,"Plan of House Lots in Rockland, Mass drawn for J.F. McKayu, Esq.",G1234.B6 C65 1915,"Chas. W. Howland, C.E.",,,,,
42.383823,-71.100852,03_0034L,"Boston, MA",,,Plan of Building Lots in Somerville belonging to George W. Ireland,G1234.B6 C65 1915,"Charles D. Elliot, Eng.",,,,,
42.305152,-71.106197,03_0034R,"Boston, MA",,,Plan of Land of the Parkinson Real Estate Trust,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.236991,-71.148938,03_0035L,"Boston, MA",,,Plan of Building Lots at Ashcroft Heights in Dedham,G1234.B6 C65 1915,Chas. A. Pearson,,,,,
42.263983,-71.101037,03_0035R,"Boston, MA",,,"Blue Hill Terrace Co. J.B.L. Bartlett, Treas.",G1234.B6 C65 1915,Chas. C. Richardson,,,,,
42.319015,-71.103562,03_0036L,"Boston, MA",,,Plan of Land belonging to Miss A. M. Amory,G1234.B6 C65 1915,Garbett & Wood,J. K. Porter & Co.,,,,
42.284789,-71.152812,03_0037R,"Boston, MA",,,Plan of Land in West Roxbury the Property of William B.Blakemore,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.290744,-71.140242,03_0038R,"Boston, MA",,,"Plan of Part of the Bradford Estate, Roslindale (Ward 23), Boston",G1234.B6 C65 1915,Chas. H. W. Wood,,,,,
42.304892,-71.114594,03_0039R,"Boston, MA",,,Plan of Land of the Jamaica Plain Land Co.,G1234.B6 C65 1915,J. Edwin Jones,L. L. P. Atwood & Co.,,,,
42.286688,-71.131772,03_0040L,"Boston, MA",,,Plan of Building Lots at Roslindale ,G1234.B6 C65 1915,T. B. Moses,,,,,
42.371885,-71.198696,03_0040R,"Boston, MA",,,"Plan of West Watertown, Watertown, Mass.",G1234.B6 C65 1915,J. A. Latham,"Wood, Harmon & Co",,,,
42.310318,-71.067755,03_0041L,"Boston, MA",,,Plan of Buiding Lots in Dorchester,G1234.B6 C65 1915,L. Briggs & Co.,,,,,
42.277993,-71.12363,03_0041R,"Boston, MA",,,"Brook at Canterbury St near Poplar St., West Roxbury",G1234.B6 C65 1915,,,,,,
42.284941,-71.118735,03_0042L,"Boston, MA",,,"Copy of Plan Recorded with Suffolk Deeds, March 14, 1887",G1234.B6 C65 1915,Theo. B. Moses,,,,,
,,03_0042R,"Boston, MA",,,"Unable to find locations -Two Plans: Land in South Boston leased to George O. Murch & Co.,Top Plan and Jamaica Plain, June 15, 1897, Bottom Plan",G1234.B6 C65 1915,L. B. Bealewell; W.C. Bates,,,,,
42.314054,-71.216009,03_0043L,"Boston, MA",,,Plan of Building Lots Newton Highlands for Sale by Brown & Collins,G1234.B6 C65 1915,,Brown & Collins,,,,
42.3681,-71.08382,03_0043R,"Boston, MA",,,"Boston Harbor, Mass. Map of Charles River ",G1234.B6 C65 1915,,,,,,
42.290274,-71.089279,03_0044L,"Boston, MA",,,Plan of Land in Dorchester situated on Blue Hill Ave. Franklin Field owned by John Kelly,G1234.B6 C65 1915,,L. Foster Morse,,,,
42.286833,-71.160445,03_0044R,"Boston, MA",,,"No title or description - Jamaica Plain, Jan. 20 1898 ",G1234.B6 C65 1915,W. C. Bates,,,,,
,,03_0045L,"Boston, MA",,,"No title or description - Boston, Jan 14 1869 - Not mappable - no city/town or street names present",G1234.B6 C65 1915,William A. Garbett,,,,,
42.461379,-71.009664,03_0045R,"Boston, MA",,,"Plan of Land in Saugus, Mass. belonging to Benj. F. Robinson",G1234.B6 C65 1915,L. G. Hawkes,,,,,
42.463306,-71.009791,03_0046R,"Boston, MA",,,Plan of Land in Saugus belonging to William H. Lowe,G1234.B6 C65 1915,Walter C. Stevens,,,,,
42.281846,-71.120637,03_0047L,"Boston, MA",,,No title or description - location is approximate,G1234.B6 C65 1915,,,,,,
42.392163,-71.169814,03_0047R,"Boston, MA",,,Plan of Lots at Belmont owned by William R. Gray,G1234.B6 C65 1915,"E. A. W. Hammett, C.E.",,,,,
42.332509,-71.08897,03_0048L,"Boston, MA",,,Plan of Lots on Mahan Avenue - unable to locate this or surrounding streets - location is approximate,G1234.B6 C65 1915,Garbett & Wood,,,,,
42.303165,-71.115726,03_0048R,"Boston, MA",,,"Plan of Property of the Arboretum Land Company, Boston, Mass.",G1234.B6 C65 1915,"French and Bryant, Civil Engineers",,,,,
,,03_0049R,"Boston, MA",,,Not possible to map. This is an overall state map entitled: Outline Map of Massachusetts showing population according to United States Census of 1890 and Congressional Districts,G1234.B6 C65 1915,,,,,,
42.415789,-71.022192,03_0050L,"Boston, MA",,,"No title or description - Revere, Mass. - Location is approximate",G1234.B6 C65 1915,C. J. Whitman,,,,,
42.311095,-71.116857,03_0050R,"Boston, MA",,,"Plan of Land belonging to Sarah L. James, Jamaica Plain",G1234.B6 C65 1915,Chas. H. W. Wood,,,,,
,,03_0051L,"Boston, MA",,,Not possible to map. No street names present. Plan of Land in the City of Boston taken from William J. Miller by the Old Colony Railroad,G1234.B6 C65 1915,J. W. Rollins Jr. Res Eng,,,,,
42.286577,-71.113796,03_0051R,"Boston, MA",,,"No title or description - Boston, Oct. 17 1874 - Location is approximate",G1234.B6 C65 1915,T. B. Moses,,,,,
42.323551,-71.268938,03_0052L,"Boston, MA",,,"Plan of Villa Lots owned by Wellesley Park Trust, Wellesley, Mass. ",G1234.B6 C65 1915,"Frederick R. Page, C. E.",L. L. Patwood,,,,
42.277282,-71.126916,03_0052R,"Boston, MA",,,Plan of Lands in Boston & Hyde Park belonging to the Metropolitan Land Company,G1234.B6 C65 1915,Geo L. Richardson,,,,,
42.279354,-71.151196,03_0053L,"Boston, MA",,,"Plan of Bellevue, West Roxbury",G1234.B6 C65 1915,"Brown & Hastings, Engineers",,,,,
42.28387,-71.084261,03_0053R,"Boston, MA",,,No title or description - location is approximate,G1234.B6 C65 1915,,,,,,
42.429179,-71.076513,03_0054L,"Boston, MA",,,"Plan of the Estate of Chas. M. Holmes in Malden Center, Mass - location is approximate",G1234.B6 C65 1915,Jos H. Curtis,,,,,
,,03_0054R,"Boston, MA",,,"Not possible to map. No title or description. Only one street name present - location is approximate, appears to be in Malden",G1234.B6 C65 1915,,,,,,
42.311942,-71.103753,03_0055L,"Boston, MA",,,No title or description - location is approximate in Jamaica Plain,G1234.B6 C65 1915,,,,,,
42.311942,-71.103753,03_0055R,"Boston, MA",,,Duplicate of 03_0055L. No title or description - location is approximate in Jamaica Plain,G1234.B6 C65 1915,,,,,,
42.391897,-71.119301,03_0056L,"Boston, MA",,,"Plan of valuable house lots in Somerville, Mass. near North Ave. ",G1234.B6 C65 1915,W. A. Mason,,,,,
,,03_0056R,"Boston, MA",,,Not possible to map. Only one street name present and no city/town description.  Plan of Land of Baily L. Page,G1234.B6 C65 1915,,,,,,
42.305018,-71.116452,03_0057L,"Boston, MA",,,Lots on Jamaica and Johnston Sts. Jamaica Plain to be sold at public auction,G1234.B6 C65 1915,J. Edwin Jones,R. S. Barrows,,,,
,,03_0057R,"Boston, MA",,,Not possible to map. No title or description - only one street name and no city/town description present,G1234.B6 C65 1915,B. F. Goodnough,,,,,
,,03_0058L,"Boston, MA",,,Not possible to map. No street names present. Copy of a plan of land laying in Roxbury belonging to Mr. Ebenezer Wells.,G1234.B6 C65 1915,Thomas M. Moseley,,,,,
,,03_0058R,"Boston, MA",,,Not possible to map. No street names present. Plan of land laying in Roxbury belonging to Mr. Ebenezer Wells.,G1234.B6 C65 1915,Thomas M. Moseley,,,,,
,,03_0059L,"Boston, MA",,,Not possible to map. No street names present. No city/town names present. Plan by William A. Garbett,G1234.B6 C65 1915,,,,,,
42.286211,-71.155252,03_0059R,"Boston, MA",,,"No title or description. Roxbury, Nov. 6 1864 - location is approximate",G1234.B6 C65 1915,J. B. Moses,,,,,
42.278108,-71.123635,03_0060L,"Boston, MA",,,"Plans and sketches relating to lands on and about Ashland St., Brown Ave., Canterbury St., Rowe St., Sharon St., Roslindale",G1234.B6 C65 1915,Charles Whitney,,,,,
42.39118,-71.169759,03_0061R,"Boston, MA",,,No title or description. Location is approximate and appears to be in Belmont,G1234.B6 C65 1915,,,,,,
42.284325,-71.12074,03_0062L,"Boston, MA",,,Plan of Land in West Roxbury owned by Mrs. Sarah E. Bradlee - location is approximate,G1234.B6 C65 1915,William A. Garbett,,,,,
42.281813,-71.120734,03_0062R,"Boston, MA",,,"No title or description - Geo Brown to Joseph Libbey, July 1st, 1856 - location is approximate in Roslindale",G1234.B6 C65 1915,,,,,,
,,03_0063L,"Boston, MA",,,"Not possible to map. Street names present but no cross streets. No city/town names present. No title or description - James Howard to Robert Seaver, Robert Seaver to Mary E Parker -",G1234.B6 C65 1915,,,,,,
,,03_0063R,"Boston, MA",,,Not possible to map. Street names present but no cross streets. No city/town names present. No title or description - George Brown's other land. ,G1234.B6 C65 1915,,,,,,
42.278127,-71.123632,03_0065L,"Boston, MA",,,No title or description. Location is approximate in Roslindale,G1234.B6 C65 1915,,,,,,
42.282748,-71.160767,03_0066L,"Boston, MA",,,Plan No. 2 Lots of Land in West Roxbury belonging to Charles G. Mackintosh,G1234.B6 C65 1915,Nathaniel Smith,,,,,
42.282748,-71.160767,03_0066R,"Boston, MA",,,Plan of Land in West Roxbury belonging to Judson Chapin and others,G1234.B6 C65 1915,Nathaniel Smith,,,,,
42.287318,-71.133698,03_0067R,"Boston, MA",,,No title or description. Location is approximate in Roslindale,G1234.B6 C65 1915,Chas H. W. Wood,,,,,
42.288418,-71.132069,03_0068L,"Boston, MA",,,No title or description. Location is approximate in Roslindale,G1234.B6 C65 1915,T. B. Moses,,,,,
42.317812,-71.112732,03_0069R,"Boston, MA",,,No title or description. Location is approximate in Jamaica Plain,G1234.B6 C65 1915,F. R. Page,,,,,
,,03_0070R,"Boston, MA",,,"Not possible to map. No street names present.  Sketch of lands in Marshfield, Mass owned by George W. Ireland (now deceased)",G1234.B6 C65 1915,,,,,,
42.134258,-70.693439,03_0071R,"Boston, MA",,,Copy of building lots at Ferry Hill - Marshfield - Location is approximate. Many street names but none are current except for Ferry St.,G1234.B6 C65 1915,H. G. Reed,,,,,
42.138685,-70.69542,03_0072R,"Boston, MA",,,Plan of building lots in Marshfield on Ferry Hill - Location is approximate. No street names are current. ,G1234.B6 C65 1915,H. G. Ford,,,,,
42.288031,-71.136644,03_0073R,"Boston, MA",,,"Plan of house lots on the Bradford Estate, Roslindale, Mass.",G1234.B6 C65 1915,,,,,,
42.288418,-71.132069,03_0074L,"Boston, MA",,,Plan is a duplicate of 03_0068L No title or description. Location is approximate in Roslindale,G1234.B6 C65 1915,T. B. Moses,,,,,
42.288031,-71.136644,03_0074R,"Boston, MA",,,No title or description. Location is approximate in Roslindale,G1234.B6 C65 1915,Chas H. W. Wood,,,,,
42.287686,-71.13269,03_0075L,"Boston, MA",,,No title or description. Location is approximate in Roslindale,G1234.B6 C65 1915,,,,,,
42.310691,-71.103265,03_0076R,"Boston, MA",,,No title or description. Location is approximate in Jamaica Plain,G1234.B6 C65 1915,W. C. Bates,,,,,
42.139153,-70.69771,03_0077R,"Boston, MA",,,Plan of building lots in Marshfield on Ferry Hill ,G1234.B6 C65 1915,H. G. Ford,,,,,
42.176213,-71.206976,03_0078R,"Boston, MA",,,"Plan of house lots in Norwood, Mass. Near Winslow Station",G1234.B6 C65 1915,"Robt. Rogers, Eng.",,,,,
42.289846,-71.114248,03_0079L,"Boston, MA",,,Plan of two lots situated in Roxbury - location is approximate - only one street shown; no cross-street,G1234.B6 C65 1915,Thomas M. Moseley,,,,,
42.289846,-71.114248,03_0079R,"Boston, MA",,,Plan of two lots situated in Roxbury - location is approximate - only one street shown; no cross-street,G1234.B6 C65 1915,Thomas M. Moseley,,,,,
42.467172,-70.924808,03_0080R,"Boston, MA",,,"Plan of house lots owned by George Warner, Edward S. Newhall and George H. Robie in Lynn, Mass.",G1234.B6 C65 1915,F. H. Eastman,,,,,
42.321066,-71.110561,03_0082R,"Boston, MA",,,"Plan of the estate of Wm. P. Gould, Jamaica Plain",G1234.B6 C65 1915,J. Edwin Jones,,,,,
"42.431333, ",-71.02659,03_0083R,"Boston, MA",,,Plan of land in Malden and Revere belonging to the Linden Land Company,G1234.B6 C65 1915,,,,,,
42.286462,-71.117804,03_0084L,"Boston, MA",,,"No title or description - West Roxbury, Dec. 4, 1873",G1234.B6 C65 1915,T. B. Morse,,,,,
42.289906,-71.114283,03_0084R,"Boston, MA",,,"Plan of a lot of land situated in Roxbury belonging to L. M. Sargent, Esq.- location is approximate; no cross st. shown",G1234.B6 C65 1915,Thomas M. Moseley,,,,,
,,03_0085L,"Boston, MA",,,Not possible to map. No street names present; no city/town names present.,G1234.B6 C65 1915,Charles Whitney,,,,,
42.261089,-71.140044,03_0085R,"Boston, MA",,,"Location approximate - Land of Ebenezer Weld on continuation of Florence St., West Roxbury",G1234.B6 C65 1915,T. B. Moses,,,,,
,,03_0086L,"Boston, MA",,,Not possible to map - no cross streets- Plan of land belonging to Ellen M. Mayo in West Roxbury - ,G1234.B6 C65 1915,Charles Whitney,,,,,
42.261089,-71.140044,03_0086R,"Boston, MA",,,"Duplicate of 03_0085R - Location approximate - Land of Ebenezer Weld on continuation of Florence St., West Roxbury",G1234.B6 C65 1915,T. B. Moses,,,,,
42.285565,-71.120103,03_0087L,"Boston, MA",,,Copy of Plan recorded Lib 1748 Fol 347 Suffolk Registry of Deeds,G1234.B6 C65 1915,T. B. Moses,,,,,
42.289906,-71.114283,03_0087R,"Boston, MA",,,"Duplicate of 03_00884R - Plan of a lot of land situated in Roxbury belonging to L. M. Sargent, Esq.- location is approximate; no cross st. shown",G1234.B6 C65 1915,Thomas M. Moseley,,,,,
42.285534,-71.118989,03_0088R,"Boston, MA",,,"No title or description - Boston, September 28th, 1886",G1234.B6 C65 1915,T. B. Moses,,,,,
42.386016,-71.109914,03_0089L,"Boston, MA",,,"Copy of 03_0090L - Plan of building lots in Somerville, Mass. surveyed for Joseph J. Giles - two plans",G1234.B6 C65 1915,"Geo. A. Kimball, Civil Engineer",,,,,
42.385223,-71.109207,03_0089R,"Boston, MA",,,Plan of estate in Somerville surveyed for Joseph J. Giles,G1234.B6 C65 1915,"Charles D. elliot, Engineer and Surveyor",,,,,
42.386016,-71.109914,03_0090L,"Boston, MA",,,"Original of 03_0089L - Plan of building lots in Somerville, Mass. surveyed for Joseph J. Giles - two plans",G1234.B6 C65 1915,"Geo. A. Kimball, Civil Engineer",,,,,
42.31833,-71.112333,03_0091R,"Boston, MA",,,"Plan of house lots located at Spring Park, Jamaica Plain",G1234.B6 C65 1915,T. B. Moses,,,,,
42.314828,-71.097424,03_0092L,"Boston, MA",,,"No title or description - Boston, April 1, 1899",G1234.B6 C65 1915,T. B. Moses,,,,,
42.284802,-71.15281,03_0093L,"Boston, MA",,,Plan of land in West Roxbury owned by William B. Blakemore,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.284802,-71.15281,03_0093R,"Boston, MA",,,"Plan of land in West Roxbury owned by William B. Blakemore - survey of same general area, larger scale",G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.290551,-71.132562,03_0094R,"Boston, MA",,,Plan of land at Roslindale belonging to the Institution for Savings in Roxbury and Vicinity,G1234.B6 C65 1915,Nathan Smith,,,,,
42.273734,-71.126841,03_0095R,"Boston, MA",,,"No title or description - surveyed February 6, 1847 - approximate location is in Roslindale",G1234.B6 C65 1915,Charles Whitney,,,,,
42.27227,-71.131597,03_0096R,"Boston, MA",,,"Roslin Hills, West Roxbury, September 30, 1865 - location is approximate",G1234.B6 C65 1915,T. B. Moses,,,,,
42.275098,-71.127308,03_0097R,"Boston, MA",,,Plan of building lots at Roslin Hills - location is approximate,G1234.B6 C65 1915,Chas. H. Park,,,,,
42.34268,-71.090146,03_0098L,"Boston, MA",,,"Plan of Land to be sold by public auction on the premises on Wednesday, April 9th",G1234.B6 C65 1915,"William H. Whitney, Civil Engineer and Surveyor",,,,,
42.335927,-71.10052,03_0098R,"Boston, MA",,,"Plan of Land to be sold by public auction on the premises on Wednesday, April 9th",G1234.B6 C65 1915,"William H. Whitney, Civil Engineer and Surveyor",S.R Knights and Co.,,,,
42.38062,-71.1412,03_0099L,"Boston, MA",,,Plan of Land in Cambridge property of Howard National Bank,G1234.B6 C65 1915,"William H. Whitney, Civil Engineer and Surveyor",S.R Knights and Co.,,,,
42.294129,-71.116136,03_0099R,"Boston, MA",,,Plan of Land at Forest Hills for sale by Hosford and Williams,G1234.B6 C65 1915,"Aspinwall and Lincoln, Civil Engineers",,,,,
42.271024,-71.166017,03_0100R,"Boston, MA",,,"No title or description - Boston, September 30,1892 - location is in West Roxbury",G1234.B6 C65 1915,Garrett & Wood,,,,,
42.139165,-70.697878,03_0101R,"Boston, MA",,,"Plan of building lots in Marshfield, Mass on Ferry Hill owned by Geo. W. Ireland",G1234.B6 C65 1915,H. G. Ford,,,,,
42.306685,-71.107549,03_0102R,"Boston, MA",,,"No title or description - Jamaica Plain, May 16th, 1883",G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.311932,-71.112734,03_0103R,"Boston, MA",,,Plan of land in Jamaica Plain - Jamaica Plain Real Estate Trust,G1234.B6 C65 1915,"W. C. Bates, Civil Engineer",,,,,
42.314826,-71.097416,03_0104R,"Boston, MA",,,"No title or description - Boston, April 15, 1899",G1234.B6 C65 1915,H. H. Moses,,,,,
42.454932,-70.989639,03_0105R,"Boston, MA",,,Plan of lots for sale on the Ballard Farm at East Saugus,G1234.B6 C65 1915,,Charles A. Fiske - Saugus or Joseph Ballard - Boston,,,,
42.389236,-71.001742,03_0106R,"Boston, MA",,,"Plan of Orient Heights, Boston Mass, Property of Boston Land Co., 1894 - Page also contains a second survey showing  Section A of Orient Heights. Only first, colored overall plan georeferenced here.",G1234.B6 C65 1915,"H. T Whitman, Civil Engineer",Lewis J. Bird & Co. J. L. Nason & Co. S. R. Knights & Co. and several other associalte auctioneers,,,,
42.310028,-71.103845,03_0107R,"Boston, MA",,,"No title or description - Boston, April 9, 1896",G1234.B6 C65 1915,"Wm. H Whitney, Civil Engineer and Surveyor",,,,,
42.287439,-71.132485,03_0108R,"Boston, MA",,,Plan of the E. M. Dudley Estate - Roslindale - location is approximate,G1234.B6 C65 1915,"W. C. Bates, Civil Engineer",,,,,
42.285502,-71.120301,03_0109R,"Boston, MA",,,Plan of land in West Roxbury owned by J. E. Blakemore - location is approximate,G1234.B6 C65 1915,J. B. Moses,,,,,
,,03_0110R,"Boston, MA",,,"Unable to map, no cross streets - Plan of land in Hyde Park belonging to Conrad Wm. Myers ",G1234.B6 C65 1915,"W. C. Bates, Civil Engineer",,,,,
42.312669,-71.121842,03_0111R,"Boston, MA",,,"Plan of land in Jamaica Plain, March 1911",G1234.B6 C65 1915,"James Adam, Civil Engineer",,,,,
42.283339,-71.131342,03_0112R,"Boston, MA",,,"Plan of land in Roslindale, Boston Mass, belonging to Max B. and Agnes B. Ziergiebel",G1234.B6 C65 1915,"W. C. Bates, Civil Engineer",,,,,
42.286727,-71.153669,03_0115R,"Boston, MA",,,"Plan of house lots near Highland Station, Ward 23 Boston,  Sept. 1883",G1234.B6 C65 1915,Whitman & Breck,O. H. Weed,,,,
42.305018,-71.116452,03_0116R,"Boston, MA",,,Duplicate of 03_0057L - Lots on Jamaica and Johnston Sts. Jamaica Plain to be sold at public auction,G1234.B6 C65 1915,J. Edvin Jones,R. S.Barrows,,,,
42.275188,-71.161577,03-0060R,"Boston, MA",,,"Land of Mrs. Mary E. Parker, West Roxbury, Mass. Location is approximate. No cross streets",G1234.B6 C65 1915,"Alexis H. French, C.E.",,,,,
42.282748,-71.160767,03-0065R,"Boston, MA",,,Plan of Land in West Roxbury belonging to J. Webber and others,G1234.B6 C65 1915,Chas Whitney,,,,,
42.35,-71.08,G3764.B6:2B2 1882 .P5x,"Back Bay (Boston, MA)",1852,,Plan of Back Bay and vicinity,,,,,,,http://maps.bpl.org/id/12933
,,G3764.B6 1870 .P53,"Boston, MA",1870,,"Plan of Gray's Wharf, to be sold at public auction, on the premises, on Thursday April 28th 1870 at 12 o'clock noon",,,,,,,http://maps.bpl.org/id/11036
,,G3764.B6 1856 .P53,"Boston, MA",1856,,"Plan of building lots on Washington, Waltham & Parker Streets and Harrison Avenue, belonging to the Boston Lying-In Hospital Corporation",,,,,,,http://maps.bpl.org/id/11037
,,G3764.B6 1856 .P53,"Boston, MA",1856,,"Plan of the Coffin Estate, corner of Summer and Chauncy Streets",,,,,,,http://maps.bpl.org/id/11038
,,G3764.B6 1870 .W33,"Boston, MA",1870,,"Plan of estate, nos 1043 to 1059 Washington Street, Boston, belonging to the heirs of the late William Brigham",,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/11039
,,G3764.B6 1870 .W331,"Boston, MA",1870,,Plan of the Hutchinson Estate on the corner of Hanover & Clark Streets,,"Wadsworth, Alexander",,,,,http://maps.bpl.org/id/11040
,,G3764.B6 1869 .P53,"Boston, MA",1869,,Plan of the estates nos. 246 to 252 Congress corner of Purchase Street and nos. 59 to 69 Purchase Street,,,,,,,http://maps.bpl.org/id/11041
